0,1,2,3,4,5,6
单位：万人、%,单位：万人、%,单位：万人、%,单位：万人、%,单位：万人、%,单位：万人、%,单位：万人、%
按输出地分,规模,规模,规模,构成,构成,构成
按输出地分,外出 农民工,,,外出 农民工,,
按输出地分,外出 农民工,跨省流动,省内流动,外出 农民工,跨省流动,省内流动
合计,17871,6840,11031,100.0,38.3,61.7
东部地区,4893,657,4236,100.0,13.4,86.6
中部地区,6515,3375,3140,100.0,51.8,48.2
西部地区,5808,2588,3220,100.0,44.6,55.4
东北地区,655,220,435,100.0,33.6,66.4
