0,1,2,3
指标,年末数（万人）,比重（%）,
全国人口,140828,100.0,100.0
其中：城镇,94350,67.0,67.0
乡村,46478,33.0,33.0
其中：男性,71909,51.1,51.1
女性,68919,48.9,48.9
其中：0-15岁（含不满16周岁）[6],23999,17.1,17.1
16-59岁（含不满60周岁）,85798,60.9,60.9
60周岁及以上,31031,22.0,22.0
其中：65周岁及以上,22023,15.6,15.6
,,,
