0,1,2,3,4
指标,单位,绝对数,比上年增长（%）,
货物运输总量,亿吨,578.3,3.8,3.8
铁路,亿吨,51.7,2.8,2.8
公路,亿吨,418.8,3.8,3.8
水路,亿吨,98.1,4.7,4.7
民航,万吨,898.2,22.1,22.1
管道,亿吨,9.5,-0.5,-0.5
货物运输周转量,亿吨公里,261948.1,5.6,5.6
铁路,亿吨公里,35861.9,-1.6,-1.6
公路,亿吨公里,76847.5,3.9,3.9
水路,亿吨公里,141422.9,8.8,8.8
民航,亿吨公里,353.9,24.8,24.8
管道,亿吨公里,7461.9,2.1,2.1
,,,,
