时间,北京,唐山,天津,秦皇岛,石家庄,包头,太原,丹东,呼和浩特,锦州,沈阳,吉林,大连,牡丹江,长春,无锡,哈尔滨,扬州,上海,徐州,南京,温州,杭州,金华,宁波,蚌埠,合肥,安庆,福州,泉州,厦门,九江,南昌,赣州,济南,烟台,青岛,济宁,郑州,洛阳,武汉,平顶山,长沙,宜昌,广州,襄阳,深圳,岳阳,南宁,常德,海口,惠州,重庆,湛江,成都,韶关,贵阳,桂林,昆明,北海,西安,三亚,兰州,泸州,西宁,南充,银川,遵义,乌鲁木齐,大理
202212,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
202301.0,100.4,100.1,100.3,99.7,100.1,99.9,100.2,100.1,99.7,99.5,99.6,99.2,99.9,99.8,99.5,99.7,99.6,100.4,100.7,100.2,100.0,99.0,100.4,99.8,100.6,100.4,100.7,100.2,100.2,99.5,99.7,100.2,100.3,99.9,99.8,99.9,100.4,99.8,100.2,99.5,100.2,99.4,100.3,99.5,99.8,99.7,99.8,100.1,99.9,99.5,99.9,99.6,100.3,100.6,100.6,100.2,99.6,100.1,100.3,100.4,100.2,100.3,99.9,99.4,100.5,100.5,100.1,100.2,100.3,99.4
202302.0,100.60080000000002,100.50040000000001,101.20270000000001,99.50059999999999,100.3002,100.3995,100.70100000000001,99.79969999999999,100.2982,99.301,99.50040000000001,99.4976,99.6003,99.6004,99.2015,99.9991,99.69959999999999,100.80160000000002,100.90140000000001,100.8012,100.3,99.29699999999998,100.60080000000002,100.1992,101.50540000000001,100.70120000000001,101.00209999999998,100.60080000000002,100.50059999999999,99.10199999999999,99.79969999999999,100.3002,100.6009,99.80010000000001,100.6982,100.3995,100.902,99.70020000000001,100.8012,99.7985,100.8012,99.30060000000002,100.3,100.097,100.09939999999999,99.8994,99.99959999999999,100.20009999999998,100.3995,99.699,100.29960000000001,99.8988,101.00209999999998,102.0084,101.3042,100.4004,99.3012,100.80069999999999,101.20270000000001,101.0024,100.2,100.80149999999999,100.3995,99.49940000000001,100.80149999999999,100.29899999999999,100.6005,101.0016,100.70120000000001,99.6982
202303.0,100.90260240000002,100.80190120000002,102.01232159999999,99.6996012,101.00230140000002,100.29910050000001,100.801701,99.3007015,100.799691,99.49960200000001,99.99790200000001,100.19408320000001,99.2018988,98.9031972,99.49910449999999,100.2990973,100.0983984,101.40640960000002,101.30500560000002,101.80921199999999,100.80149999999999,99.39629699999998,100.80200160000003,100.39959840000002,102.1144324,101.00330360000002,101.30510629999999,101.2044048,100.90260239999999,98.50738799999999,100.29869849999999,100.70140080000002,101.2045054,99.80010000000001,101.4030874,100.9014975,101.40651,100.09900080000001,101.7084108,100.2974925,102.1116156,99.69780240000001,100.90179999999998,100.297194,100.29959879999998,100.2989976,100.3995984,100.70110049999998,101.30309550000001,100.197495,100.80109800000002,100.09859759999999,101.91111889999998,102.8244672,102.0133294,101.00280240000001,99.9963084,100.90150069999999,102.41713240000001,101.9114216,100.60080000000002,101.5071105,101.00189699999999,99.996897,101.003103,100.90079399999999,101.20410299999999,101.9106144,101.50680960000001,100.2963892
202304.0,101.50801801440002,101.50751450840002,102.6243955296,99.3008027952,101.70931750980002,100.700296902,101.10410610299999,99.5986036045,101.102090073,99.89760040800002,100.19789780400002,100.2942772832,98.8050912048,99.10100359439998,99.89710091799999,100.70029368920001,100.7990871888,101.40640960000002,101.71022562240003,102.42006727199998,101.30550749999999,99.59508959399999,100.90280360160003,99.99800000640002,102.3186612648,101.40731681440003,101.4064114063,101.40681360960001,101.1044076048,98.31037322399999,100.39899719849998,101.10420640320002,101.710527927,100.09950030000002,102.01150592439998,100.8005960025,101.60932301999999,100.39929780240001,102.216952854,100.89927745499999,102.8263969092,99.7975002024,101.40630899999998,100.196896806,100.50019799759998,100.59989459280001,100.7007971952,100.90250270099997,101.6070047865,100.39788999000001,101.50670568600002,100.7992877832,102.62449673229997,103.4414140032,102.93144936460001,101.40681360960001,100.1963010168,101.4060082035,102.51954953240002,102.3190672864,101.2044048,101.60861761049999,101.405904588,100.396884588,101.306112309,101.203496382,102.21614403,102.42016747199999,101.60831640960001,99.794907254
202305.0,101.71103405042882,101.40600699389162,102.82964432065918,99.40010359799518,102.21786409734901,100.498896308196,101.81183484572098,99.20020919008199,101.203192163073,99.99749800840802,100.49849149741202,100.8960429468992,98.50867593118559,99.20010459799438,99.69730671616398,100.49889310182161,101.1014844503664,101.71062882880001,102.01535629926722,102.52248733927198,101.0015909775,99.39589941481199,101.10460920880323,99.69800600638082,102.72793590985921,101.61013144802884,101.60922422911261,101.60962723681922,101.2055120124048,98.60530434367197,100.19819920410299,101.20531060960322,102.11737003870802,99.89930129940001,102.72558646587078,100.90139659850249,101.91415098905998,99.89730131338801,102.012518948292,101.00017673245499,103.0320497030184,99.99709520280481,101.81193423599998,99.49551852835799,100.60069819559757,100.80109438198562,100.49939560080958,100.70069769559797,102.013432805646,100.19709421002,101.91273250874403,100.39609063206719,102.52187223556768,104.2689453152256,103.44610661142302,102.11666130486721,100.5970862208672,101.00038417068599,102.10947133427042,102.83066262283201,101.60922241920001,102.21826931616299,101.91293411094,100.89886901094,101.50872453361801,100.596275403708,102.42057631806,101.90806663463998,101.9131413588288,98.996547995968
202306.0,101.81274508447925,101.30460098689773,103.13813325362116,99.00250318360321,102.11564623325167,100.0969007229632,101.60821117602954,99.29940939927207,101.40559854739915,100.19749300442483,100.19699602291979,101.09783503279301,98.70569328304796,99.49770491178838,100.1957932497448,100.0968975294143,101.40478890371749,101.81233945762881,102.4234177244643,102.4199648519327,100.799587795545,99.69408711305643,101.50902764563845,99.49860999436805,103.03611971758879,101.30530105368476,101.5076150048835,101.40640798234557,101.00310098838,98.21088312629729,99.89760460649067,101.00289998838402,102.21948740874672,99.4997040942024,102.93103763880252,101.00229799510097,102.01606514004904,99.99719861470139,101.70648139144713,100.79817637899008,103.0320497030184,99.6971039171964,102.01555810447198,99.29652749130128,100.50009749740198,101.20429875951356,100.19789741400714,100.49929630020677,101.70739250722907,99.7963058331799,102.320383438779,99.29173363511445,102.31682849109654,104.47748320585605,103.65299882464588,101.81031132095261,100.39589204842547,100.49538224983256,101.59892397759909,103.03632394807768,101.9140500864576,102.52492412411148,102.11675997916188,100.3943746658853,101.61023325815162,100.4956791283043,102.83025862333224,101.80615856800534,101.50548879339347,98.20457561200027
202307.0,102.21999606481717,101.00068718393705,102.93185698711392,98.40848816450159,101.91141494078516,99.49631931862542,101.70981938720557,99.49800821807061,101.30419294885176,100.29769049742924,99.59581404678227,100.49124802259627,98.01475343006663,99.19921179705301,99.49442269699657,99.49631614423782,100.99916974810262,101.50690243925592,102.62826455991325,102.62480478163657,100.69878820774946,99.2953107646042,101.50902764563845,98.60312250441874,102.62397523871843,101.10269045157739,101.20309215986886,101.30500157436323,100.59908858442648,98.30909400942359,99.39811658345822,100.90189708839563,101.91282894652048,99.00220557373139,103.03396867644133,100.59828880312055,101.914049074909,100.19719301193079,100.99453602170699,100.49578184985312,102.92901765331538,99.29831550152761,102.11757366257645,98.30356221638827,100.29909730240718,100.69827726571599,99.59671002952311,99.89630052240553,100.99544075967846,99.89610213901307,102.52502420565658,98.59669149966865,102.62377897656982,104.16405075623848,103.86030482229516,101.50488038698975,99.89391258818334,99.89240995633358,101.4973250536215,103.34543291992192,102.42362033688988,102.72997397235972,102.21887673914104,99.79200841788999,101.20379232511901,100.29468777004769,102.4189375888389,102.00977088514135,101.30247781580667,98.49918933883626
202308.0,102.01555607268752,100.69768512238525,102.52012955916545,98.3100796763371,101.19803503619967,98.79984508339504,101.91323902597998,99.29901220163447,101.20288875590292,100.29769049742924,99.69540986082905,99.98879178248328,98.30879769035683,98.8024149498648,98.6984673154206,99.19782719580512,100.393174729614,100.49183341486336,102.73089282447316,101.80380634338347,100.29599305491845,98.89812952154578,101.6105366732841,97.51848815687013,102.41872728824099,101.0015877611258,101.00068597554912,101.00108656964014,100.29729131867322,98.40740310343301,99.09992223370784,100.49828950004205,101.40326480178788,98.408192340289,102.9309347077649,100.79948538072681,101.71022097675917,99.99679862590692,100.48956334159845,99.69181559505428,102.41437256504882,98.60322729301691,102.42392638356418,98.40186577860466,99.99820001049994,100.49688071118455,98.99912976934598,98.99723381770387,100.49046355588007,99.69630993473504,102.93512430247921,98.20230473366998,102.72640275554639,103.53906645170106,104.17188573676205,100.9973559850548,99.79401867559517,99.39294790655191,100.88834110329977,103.65546921868169,102.83331481823745,103.14089386824917,101.70778235544532,99.19325636738266,100.09055060954272,99.89350901896749,102.72619440160541,101.60173180160078,101.40378029362248,97.90819420280324
202309.0,102.42361829697828,100.19419669677332,102.3150893000471,97.8185292779554,100.69204486101867,98.0094463227279,101.50558606987605,98.70321812842467,100.89928008963521,100.59858356892153,99.8948006805507,99.58883661535334,97.7189449042147,97.81439080036614,98.30367344615892,99.29702502300091,99.6904225065067,99.48691508071474,103.24454728859553,101.19298350532317,99.49362511047912,98.40363887393805,101.71214720995738,97.51848815687013,102.72598347010572,100.69858299784242,100.89968528957357,100.79908439650086,99.79580486207986,98.70262531274331,98.50532270030561,99.99579805254183,100.79484521297717,98.11296776326813,102.6221419036416,100.69868589534607,101.20166987187538,99.79680502865511,99.88662596154887,99.29304833267406,102.10712944735367,98.30741761113786,102.52635030994774,97.81145458393303,99.39821081043694,100.19539006905099,98.50413412049926,98.89823658388617,99.98801123810067,99.2975246949961,103.24392967538664,97.90769781946898,102.93185556105749,102.81429298653914,104.38022950823557,100.29037449315942,99.59443063824398,98.7965902191126,100.18212271557667,103.24084734180695,103.2446480775104,103.24403476211741,101.1992434436681,98.9948698546479,99.69018840710454,99.49393498289163,102.21256342959738,101.39852833799758,101.20097273303523,98.10401059120886
