0,1,2,3,4
地　区,新建商品房销售面积,新建商品房销售面积,新建商品房销售额,新建商品房销售额
地　区,绝对数 （万平方米）,同比增长 （%）,绝对数 （亿元）,同比增长 （%）
全国总计,21869,-3.0,20798,-2.1
东部地区,9608,-4.5,12410,-1.7
中部地区,5677,0.7,3809,-1.8
西部地区,5863,-3.9,4064,-3.8
东北地区,721,-1.8,515,-2.0
