0,1,2,3,4
地 区,投资额 （亿元）,,同比增长 （%）,
地 区,投资额 （亿元）,住　宅,同比增长 （%）,住　宅
全国总计,36234,27731,-10.7,-10.0
东部地区,21750,16233,-12.3,-11.4
中部地区,7290,5904,-9.6,-10.1
西部地区,6580,5123,-5.0,-3.1
东北地区,614,471,-22.5,-25.2
