0,1,2,3,4
地　区,新建商品房销售面积,新建商品房销售面积,新建商品房销售额,新建商品房销售额
地　区,绝对数 （万平方米）,同比增长 （%）,绝对数 （亿元）,同比增长 （%）
全国总计,35315,-2.9,34091,-3.8
东部地区,15601,-4.5,20531,-3.5
中部地区,9200,0.3,6183,-3.8
西部地区,9289,-2.8,6519,-4.7
东北地区,1225,-6.0,858,-6.7
